Arabic,Franko
حتى,7ta
أهداف,ahdaf
غناء,ghena2
نسيت,nseet
نص,noss
غدارة,ghadara
خشم,5shm
رايح,rai7
مجذوبة,magzooba
بعيد,b3eed
دمعتك,dam3etak
زعلان,z3llan
مشبك,m$bk
قزدك,gazdak
شبه,shabah
مقبوضة,ma2booda
بخبرهم,b5aberhom
متروكة,matrooka
نائصك,na2sk
بقاله,ba2alo
عشرة,3ashara
بلكي,blke
غايب,ghayeb
ساقعة,sa23a
متواضع,motwade3
تمشيلي,tma$ele
متأكد,mota2aked
رايقان,ray2an
مرغوب,marghoob
فضة,fadda
مقبولة,ma2boola
تنجح,tenaj7
عروسة,3arousa
مازلت,mazelt
هو,howa
بداية,bedaya
خميس,khmis
ببلشو,bblshu
عزمتها,3zmtha
فضي,feddy
خنا,5ona
اختك,o5tk
حلوة,7elwaya
خطوبة,khotoba
بهجة,bahga
قلبي,2albi
نهاية,nehayet
أغلى,aghla
مديرتنا,modertna
متألمة,mot2alema
حبيبي,7abeeby
عندي,3andi
موج,moog
متعب,mot3eb
متين,mateen
بشكل,bshakil
عشق,3esh2
فاتحته,fat7to
ثانية,saniya
جميل,gamil
مليكات,malikat
فكرتها,fekratha
متفرق,motafare2
فكرتها,fekratha
مغامرة,moghamara
متواضعة,motwade3a
معجبة,mo3gaba
صوتها,sotha
متكسر,metkassar
مقبوض,ma2bood
بطيئة,baty2a
نورك,nourik
قلبي,2albi
غلابة,ghalaba
فصول,fosool
مغامرات,moghamarat
قلهم,2olhom
عليكن,3lekn
ورده,wardh
متفائل,motfaael
كفاية,kfaya
دمعة,dem3a
نجمة,negma
غلبة,ghalba
توبة,tawba
لهفة,lahfa
كريمه,kareema
علاج,3ilaj
تعبانة,ta3bana
خضراء,khadra2
تلت,telt
دنيا,donia
نورك,nourik
صوتهم,sawtohom
اختيارات,ekhteyarat
قلت,2olt
غلابة,ghalaba
بعيد,ba3eed
بداية,bedaya
سامحة,same7a
اعوذو,a3o4o
قصير,89er
معايه,ma3aya
خبيصه,5be9ah
قوي,qawy
شوق,shoogh
نجمة,nagma
مشرفة,mosharefa
رايق,raye2
ربنا,rabena
صوتي,sawte
بتشوفوه,bt$ofoh
رسائل,rasa2el
متواصل,metwasel
متكسرة,motakassera
مرسل,morsel
أقرب,a2rab
مضطرة,motara
قمر,2amar
مناظر,manazer
ألف,alf
خالصلكم,5alslkm
كيري,kreeri
جديدة,gedida
شلم,shlm
متكسر,metkassar
متفائل,motfaael
متضرر,motdarer
مطوله,mtawleh
قصة,qessa
قديمة,adeema
محاولة,mo7awala
ستات,setat
طلق,tal2
وعدك,wa3dak
ندمانة,nadmana
ماسيبش,masibsh
يحكيلي,y7kele
ناسيتها,nasyteha
الفجر,2lfajer
غامض,ghamed
بحر,ba7r
يا قلب,ya2alb
مافيش,mfesh
أمنية,omniya
جديد,gdeed
ما,ma
تسعه,tes3h
مساء,masa2
التمام,altmam
مشاعر,masha3er
مستغرب,mestaghrab
دماغها,demagha
بقلدك,ba8ldak
مغامرات,moghamarat
متفرقة,motafare2a
انا,ana
حبيبي,7abibi
متضررة,motdarera
عروسة,3arousa
متفرقة,motafare2a
شدة,shidda
عرين,3reen
موج,moog
كبيره,kbeera
ايه,eih
برا,barra
جعلها,j3lha
جعبالي,ja3bali
عشقك,3ash2ak
يلي,yale
ثابت,thabet
فازوا,fazo
ماسيبش,masibsh
لبكره,lbokrh
واقعية,wa2e3ya
جنب,ganb
يمين,yemeen
ركان,rakan
سميحه,samee7a
لأنه,la2inu
متواصل,metwasel
خنزيره,5nzereh
اقنعتيني,a8n3teni
وحشتني,wa7ashteny
ناجحة,nag7a
ناس,nas
وردات,wardat
مطرة,motra
مطمئنة,motma2ena
ملهم,molhem
بعطل,ba3tel
معاكي,ma3aki
عليا,3alaya
قريب,2areeb
صفحات,saf7at
لامع,lame3
أصل,asl
حبيبي,7abeby
روحيلي,ro7ele
بيعز,be3ez
غلبة,ghalba
بداية,bedaya
بفضحكم,bfd7km
باليل,blyel
لعاد,la3ad
انتي,enti
مغامرات,moghamarat
أصيل,aseel
بحاول,ba7awel
إحنا,e7na
قلبي,2albi
بيجي,beje
فش,f$
زفة,zaffa
متألمة,mot2alema
اطقع,a6ga3
أقرب,a2rab
محتاجها,mehtagaha
غلطانه,3'l6anh
تقدير,ta2deer
متفرحة,metfara7a
احنا,27na
شيء,she2
مكتوب,maktob
أصيلة,asela
تمانية,tamanya
بقولك,ba2olek
إصرار,esrar
النهاردة,naharda
مميزات,momayazat
ذكرياتنا,zekrayatna
متوفر,motwaffer
حبي,7oby
يوفقك,ywfgk
شتا,sheta
غامضة,ghamda
بتسبي,btsebi
الحج,el7aj
حدائق,7da2e8
حياتي,7ayaty
جدله,jdla
فكرتك,fekretak
حبيبي,7abeeby
مبكرة,mobakkera
متسوى,mtswa
طقعت,6g3t
زهره,zahra
أهداف,ahdaf
نهاية,neheya
أخبار,akhbar
خبريني,5brene
عينك,3einek
ناس,nas
مشتاقتلك,mshtagetlk
محتاج,mehtag
مشرف,mosharef
فني,fany
متألقة,mot2alla2a
قلبوشي,galboshe
دمعتك,dam3etak
ورود,wuroud
طالعلي,tal3li
اليوم,alyum
سريع,saree3
محبوب,ma7boob
بجيب,bjeeb
يبعد,yb3d
صوتهم,sawtohom
اليوم,elyum
منتظرة,montazera
بطيء,baty2
أيامهم,ayamhom
ملهمة,molhema
بقالي,ba2ali
عظيم,3azeem
قريبه,8arebeh
متألمة,mota2allema
بقالها,ba2alha
حياتي,7ayaty
دمعة,dem3a
ببلاش,babllash
بتحمم,bt7bhm
ماسيبش,masibsh
مفلاقات,mflgat
مجذوبة,magzooba
عينك,3einek
سلام,salam
واضح,wad7
إحنا,e7na
لغتهم,l3'thm
سلام,salam
تلت,telt
كوكب,kawkab
اهدي,ehde
يختي,y5ty
شدة,shidda
دموع,domoo3
طويل,tawil
والله,wlh
رايق,raye2
منتهية,montaheya
تائبة,ta2eba
اكله,2akleh
دايرة,dawera
يسعدكم,ys3edkom
تعشق,t3sh8
ساقية,sa2ya
متألقة,mot2alleqa
بقالها,ba2alha
قلهم,2olhom
مشاعر,masha3er
باهلو,b2hlo
مواقف,mawakef
وراكي,wrake
مجذوبة,magzooba
فكرتك,fekretak
نحط,n7ot
يدخل,ydkhl
غدر,ghadr
متألم,mota2allem
سمر,somor
وبالمناسبه,wbelmonasbeh
مشهورة,mashhoora
مكسوف,meksouf
أنساكي,ansaki
فضي,feddy
مغامرة,moghamara
امان,aman
نيون,neoun
حمدلله,7mdella
حبي,7obbi
نجم,negm
مازلت,mazelt
واقعي,wake3y
توبة,tawba
عزيمة,3azema
راجل,ragel
ازياء,azea
بحاول,ba7awel
ذهبي,dahabi
يطلع,ytl3
اشوفها,2shofha
بأيدك,b2ydak
مهلو,mahlo
أصالة,asaleh
قريب,2areeb
سامحة,same7a
تقدير,ta2deer
بجيبه,bjibo
بالجامع,bljam3
بصاحبش,bsa7bsh
ملهمة,molhema
بنفسجي,banafsegy
متوقعة,motawake3a
مؤدب,mu2dab
ريحه,riha
أربعة,arba3a
ماسيبش,masibsh
صفحات,saf7at
انخمدي,en5mde
المحادثه,elmo7adtheh
متألقة,mot2alla2a
نصايح,n9aeh
بلوزه,blozh
بعملوش,b3mlosh
طويل,tawil
فنانة,fannana
بتشهي,bt$he
وراقي,wra8e
ناجحة,nag7a
طريق,taree2
حبك,7obik
جنبك,gambak
بحاول,ba7awel
الصناعيه,el9ena3eh
المهم,almohim
منتظرة,montazera
بديعة,badee3a
الطلعه,al6l3a
سالكه,salkah
استنى,astna
خواصر,5wa9r
متكسر,metkassar
مستعجل,mesta3gel
متأكد,mota2aked
كلامه,kalamo
بعيداً,ba3eedan
ملهم,molhem
بحطك,ba7o6ek
متوفر,motwaffer
بقالهم,ba2alhom
قرارات,qararat
ملهم,molhem
معاكي,ma3aki
صباح,saba7
معمين,m3men
راجل,ragel
مثالية,mesalya
محرومة,mahrooma
سلم,sellem
قلبك,2albak
متواصل,metwasel
غيران,gheeran
تتجوز,tetjwaz
ماضي,maady
مثلج,mthlj
متكسر,metkassar
قوانين,8awaneen
ذكرى,zekra
متين,mateen
مناظر,manazer
أيامهم,ayamhom
فوق,fou2
مجذوبة,magzooba
الحجه,2l7jeh
فوق,fou2
الفراش,elfra$
متفائلة,motfa2ela
اعصاب,a39ab
سيبني,sebny
اسنان,asnan
جامد,gamed
مقرفين,muqrefen
متواضعة,motwade3a
نجمة,nagma
شدة,shidda
لحظة,la7za
هزيم,hazeem
عظيم,3azeem
دجاجه,djajeh
تلعب,tl3b
حبنا,7obena
متألقة,mot2alla2a
كائنه,ka2ena
حلوة,7elwaya
فضي,feddy
وجنب,wjnab
اخواتي,e5wati
متكسرة,motakassera
بالعشره,bl3a$rah
معجبة,mo3gaba
حابه,7aba
ذكرى,zekra
عندي,3andi
فكرتك,fekretik
مطمئنة,motma2ena
مصلحجييه,m9l7jeh
بلبسها,blbsha
متألقة,mot2alleqa
وبرجعكو,w brj3ko
مشرفة,mosharefa
مغامرة,moghamara
قوي,qawy
لامع,lame3
مكسم,mksm
بشلن,b$eln
غيرانين,ghayranin
وحده,wa7de
ناجحة,nag7a
متفرق,motafare2
مميزات,momayazat
زاهق,zahe2
وعدك,wa3dak
بقالي,ba2ali
قديمة,adeema
حبيبي,7abeby
خسرانة,khasrana
يحكوا,yahko
كل,koll
مبسوطين,mabsooteen
ضامني,6'amni
عشقي,3ash2i
كلامه,kalamo
غيران,gheeran
دبس,dbs
صوتك,sotak
سلامة,salamett
صراف,9raf
قلهم,2olhom
فريكه,freka
متكسرة,motakassera
ارجعلي,erga3li
فرقة,fer2a
نقطه,no8ta
موسيقى,mosika
الورود,lwrod
بعتذر,ba3tezer
متألمة,mota2allema
عليا,3alaya
جواز,gawaz
اربطي,orbo6e
بقتنع,b8tane3
التوفيق,altawfe8
قلبك,2albak
رقم,ra8m
قوي,qawy
منتظرة,montazera
سريعة,saree3a
أعز,a3z
كفاية,kfaya
خاينة,khayna
طيب,6yeb
قلهم,2olhom
متوقع,motawa2e3
مجروح,magroo7
طابق,6abe8
غلبة,ghalba
مواقف,mawakef
جداً,gedan
متين,mateen
غيران,gheeran
مطمئنة,motma2ena
تمانية,tamanya
أصولة,asoola
ضربك,4rabk
قلبها,albaha
ببالي,bbali
ماضي,maady
واقف,wa8ef
ضحكتك,da7ketak
متفرقة,motafare2a
مكروه,mkroh
ابعد,ab3ad
دموع,domoo3
كلهم,kulhum
جديد,gdeed
برا,barra
مؤثرة,mo2assera
وصلاتك,wasalatek
ألف,alf
فكرتها,fekratha
ثابت,thabet
مصادر,masader
دايماً,daiman
صفحات,saf7at
مصرة,mosera
نسوي,nsawe
حبيبي,7abibi
دمعتك,dam3etak
متفرقة,motafare2a
طويلة,tawila
جعان,ga3an
مستقبل,mosta2bel
مقبول,ma2bool
طلقة,tal2a
ميلادي,melady
هزيمة,hazima
تقلبات,t8lbat
شاطر,sha6r
فكري,fekry
ابعد,ab3ad
طرق,toro2
أغاني,aghani
اجواءها,ajwa2ha
متفائلة,motfa2ela
ثبات,sobat
كل,koll
قولي,2olly
ست,set
متواضعة,motwade3a
يطلعه,yetla3o
ساقية,sa2ya
بنستغنيش,bnst3'ne$
عفكره,3fekra
فضي,feddy
متواضع,motwade3
ضروري,9'rori
بحكيلك,ba7kilik
بحكيلك,ba7kilik
البك,albik
بوزا,bouza
ببعتهم,bb3thm
بتلين,btlen
رايق,raye2
متعلق,mota3alek
تسلم,teslam
عليا,3alaya
ضحكتك,da7ketak
مواقف,mawakef
جميل,gamil
متواضعة,motwade3a
قلبها,albaha
متفائل,motfaael
بهجتي,bahgaty
ساقية,sa2ya
منصوره,mnsora
قناة,8nat
سلفتي,slfti
أنساك,ansak
بعشقك,ba3sha2ak
جربت,jrbt
العربي,el3arabi
صدق,sed2
عرفت,3rfat
قاعد,8a3d
مازالت,mazalet
حلو,7elw
صندوق,sndou8
أعز,a3z
ست,set
مقبوض,ma2bood
امان,aman
قلهم,2olhom
الاغنيه,el3'naih
حيوانين,7ywanen
كلمة,kalema
متعلق,mota3alek
جيه,geeh
مكسوف,meksouf
عيوني,3yuni
ربنا,rabena
مقبولة,ma2boola
نغش,ne3'e$
صريحة,saree7a
مجذوبة,magzooba
أربعة,arba3a
اعطلها,a36lha
قصة,qessa
ودعيت,wd3et
ضحكتك,da7ketak
حياتي,7ayaty
صاحبة,sa7eba
رؤياها,ro2yaha
متفائلة,motfa2ela
شيء,she2
تقريباً,ta2reeban
افهمتي,efhmti
مطرة,motra
موظفه,mo6'fah
مطرة,motra
عشره,3shrah
صباح,saba7
بحكيلك,ba7kilik
أقوى,a2wa
عطشانة,atshana
حبك,7obik
مرغوبة,marghooba
خنقتني,5n8tne
مهستر,mhstr
عبايه,3bayeh
لؤلؤ,lo2lo2
نادت,nadata
مازال,mazal
بعتذر,ba3tezer
ست,set
احكيلك,a7kelak
أهداف,ahdaf
يوجد,yojd
بقنع,bqn3
لهفة,lahfa
غناء,ghena2
مشوار,mashwar
ثلاثة,talata
النور,alnoor
تعبانة,ta3bana
وحيده,wa7edeh
شجعك,shja3ik
قدام,oddam
لبن,labn
عينك,3einek
مقبول,ma2bool
دماغها,demagha
قلهم,2olhom
عائلي,3a2li
مستغرب,mestaghrab
قسوة,qaswa
طالب,6aleb
بطيء,b6e2
تشمس,t$mas
متفرحة,metfara7a
أنساكي,ansaki
أصل,asl
متألمة,mota2allema
دايماً,daiman
مخلصة,mokhlesa
أيامنا,ayamna
أنساكي,ansaki
خاينة,khayna
أيامنا,ayamna
مغامرة,moghamara
عينك,3einek
ثلاثة,talata
بك,bik
بتبعت,btb3t
جوزها,jwzha
أيامهم,ayamhom
متضرر,motdarer
بشنيع,bshane3
قمر,2amar
جوا,gowa
تسلم,teslam
كلنا,kollena
حاكم,7akm
للدكتور,lldctor
امان,aman
بكتب,baktoob
تحديات,ta7adyat
يمين,yemeen
متأكدة,mota2akeda
خير,kheir
بديعة,badee3a
أنساكي,ansaki
السلامه,alslama
أقوى,a2wa
ذكرى,zekra
خير,kheir
الشرقيه,el$ar8eh
مفروض,mafroud
جداً,gedan
خسران,khasran
عشقنا,3esh2ena
هزيمة,hazima
محتاجها,mehtagaha
مراد,morad
سليم,saleem
جنبك,gambik
مدني,madani
ألف,alf
ارجع,erga3
صريحة,saree7a
بي,bye
متعب,mot3eb
مشاعر,masha3er
مالحقت,mal7get
مازال,mazal
معرفتي,m3rfti
واضحة,wad7a
مستحمل,mesta7mel
مشاريع,m$are3
صباح,saba7
بهجة,bahga
بعشقه,ba3sha2o
كبيره,kbeera
كفاية,kfaya
مواقف,mawakef
ملهم,molhem
غيران,gheeran
بيغار,by8hr
صغيرة,soghayara
ندمانة,nadmana
ضيقة,dayye2a
ثبات,sobat
بحكيلك,ba7kilek
تشبع,teshba3
غيرانة,gheerana
مبروك,mabrook
احبنك,a7bnek
يقطعها,y863ha
متوقع,motawa2e3
ملهم,molhem
سلافي,slafi
نادت,nadata
حمراء,hamra
واقعية,wa2e3ya
أغلى,aghla
تقدير,ta2deer
متألمة,mota2allema
مناظر,manazer
نورك,nourik
ستات,setat
جعان,ga3an
واقعي,wake3y
كلنا,kollena
قسوة,qaswa
محروم,mahroom
تصورو,t9oro
محروم,mahroom
أوقات,aw2at
ولا,wala
قليله,8leleh
شوق,shoogh
سلمي,salmi
جنبك,gambak
اعمليلي,e3malele
بقالك,ba2alik
هي,heya
مستقبل,mosta2bel
دلوقتي,delwa2ti
متواضع,motwade3
بحكيلك,ba7kilik
جريئة,garee2a
محترم,mohtaram
كرفتنا,krftna
مشرفة,mosharefa
متواضع,motwade3
حاجة,7aga
فكرتك,fekretak
حبته,hibato
انتي,enti
سحاب,sahab
بنفسجي,banafsegy
عريس,3arees
متوفر,motwaffer
مكالمتنا,mokalmtna
ما,ma
هزيم,hazeem
كلمة,kalema
عالمعلومه,3lm3lumh
ظهري,9'ahry
يخليكم,y5lekom
دبرو,dabro
جدعة,gad3a
صوتها,sawtaha
متألقة,mot2alleqa
متوفر,motwaffer
حبيبي,7abeeby
بقالي,ba2ali
دمعة,dem3a
مقبول,ma2bool
محبوب,ma7boob
شارع,share3
مثالية,mesalya
متجوزة,motgawza
ستة,seta
زكري,zakry
ساقية,sa2ya
قلقت,glgt
مسافرة,msafra
بحاول,ba7awel
ذكريات,zekrayat
أخبار,akhbar
ثابت,thabet
حكاية,7ekaya
محاولات,mo7awalat
يعرف,y3ref
طبيعي,6abe3e
فراق,fora2
تخلي,t5ali
أغاني,aghani
محترم,mohtaram
غضب,ghadab
نادت,nadata
لهفة,lahfa
غيران,gheeran
تقدير,ta2deer
تاركك,tarkak
ثابت,thabet
نجوم,nogoom
النهاردة,naharda
فرحه,far7a
قصة,qessa
علمك,3allamek
متألم,mota2allem
مثالية,mesalya
النتيجة,elnatejeh
مقدوس,m8dous
جريء,garee2
تحفة,to7fa
طلق,tal2
هو,howa
وياكي,weyaki
بعشقه,ba3sha2o
متأكدة,mota2akeda
إخلاص,ekhlas
فعايل,f3ayl
بقالي,ba2ali
لعيونك,la3yonik
ذكرياتنا,zekrayatna
جامدة,gamda
تصبح,tesbah
كلامها,kalamha
حبك,7obik
ضيقة,dayye2a
متألقة,mot2alleqa
بتفرق,btfrek
متفرقة,motafare2a
تحكيلي,thkile
لحن,la7n
متوفر,motwaffer
مبروك,mabrook
نص,noss
ذكريات,zekrayat
قلبي,2albi
بعيد,ba3eed
أنساك,ansak
ثانية,saniya
رقبتي,r8bti
جدعة,gad3a
المعلمات,lm3lmat
مشغول,mashghool
العالم,2l3alam
حسستني,7sasteni
عشقنا,3esh2ena
قصة,qessa
صحبه,sohbeh
بخشخشن,b5sh5shn
بحاول,ba7awel
غدارة,ghadara
قلبي,2albi
كل,koll
مستغرب,mestaghrab
قولي,2olly
بهجة,bahga
ببعثلها,bb3thlha
جنب,ganb
شهرين,$ahren
صاحب,sa7eb
بقالك,ba2alik
حبك,7obik
فصول,fosool
للغريب,ll3'reb
تعجبو,t3jbo
باحث,ba7es
كلامها,kalamha
دقيقة,da2i2a
مرسل,morsel
مكتوب,maktob
أخبار,akhbar
قرف,8rf
مساء,masa2
أوي,awy
ياسمينه,yasmine
مستحملة,mesta7mela
قلتلك,2oltlak
اعتقد,23taqed
ثبات,sobat
فنان,fannan
متأخرة,mot2akhra
فرحه,far7a
احسني,27sani
متوفرة,motwaffera
التاريخ,2ltare5
فكرتها,fekratha
طلقة,tal2a
محتاجها,mehtagaha
كرهك,korhek
تكتيكي,takteki
مشغول,mashghool
جريء,garee2
وياكي,weyaki
متوفر,motwaffer
ملهمة,molhema
نهاية,nehayet
ستة,seta
إخلاص,ekhlas
ايه,eih
منتهية,montaheya
بقبل,b8bal
تشاركيني,tsharkene
دايما,daimn
توبة,tawba
عجبتني,3jbatni
رؤياها,ro2yaha
متألمة,mota2allema
بهجتي,bahgaty
خسرانة,khasrana
قدام,oddam
ازوء,2z02
تائبة,ta2eba
بقالك,ba2alik
ابعد,ab3ad
أنساك,ansak
مشوار,mashwar
مساء,masa2
متفائلة,motfa2ela
تعلك,te3lik
اضلها,adlha
عينك,3einek
دنيا,donia
قديمة,adeema
سلم,sellem
صاحبة,sa7eba
اعزمنا,e3zemna
دلوقتي,delwa2ti
لامع,lame3
مجذوبة,magzooba
شوق,shaw2
نص,noss
نجومية,nojoomeya
حبك,7obik
محاولات,mo7awalat
هزيم,hazeem
لؤلؤ,lo2lo2
مزيكا,mazyka
يجي,yejy
أدبية,adabya
تزحلقي,tza7lge
حبنا,7obena
منشور,man$or
تقديرها,ta2deerha
بي,bye
الارض,2l2ar9'
قدام,oddam
النقله,aln8la
غنائي,ghena2y
مستحمل,mesta7mel
متألق,mot2alek
مكسور,mksour
صادق,sade2
رومانسيه,romansiah
وحشتني,wa7ashteny
وياكي,weyaki
قلت,2olt
ذكرياتك,zekrayatak
غلبة,ghalba
تائب,ta2eb
اذانه,a4anoh
حماية,7mayt
موج,moog
واقعي,wake3y
مستحمل,mesta7mel
متواصل,metwasel
متكسر,metkassar
مجذوب,magzoub
عشق,3esh2
بحددوا,b7ddo
صوتهم,sawtohom
دايماً,daiman
اسمها,2somhoa
اشوفك,ashufek
همك,hamek
قرأتو,8r2to
لاني,l2ne
عينك,3einek
بتتمني,bttmni
عنود,3nod
حبي,7oby
بعتذر,ba3tezer
متألم,mota2allem
معدلي,mo3adli
نورك,nourik
ننخطف,nn56f
أقل,a2al
ذكرياتك,zekrayatak
اعتراظ,e3tra6'
صريح,saree7
عماد,3mad
دايماً,daiman
متفرقة,motafare2a
متشائم,motsha2em
حد,7ad
تأجل,t2jal
مطرة,motra
لحن,la7n
اه,ah
مرغوب,marghoob
زاهق,zahe2
ذكرياتك,zekrayatak
يتخلى,yet5ala
متألق,mot2alek
متوفرة,motwaffera
اب,ab
غايب,ghayeb
اختيارات,ekhteyarat
متألم,mota2allem
جعان,ga3an
سيبه,seboh
ضروري,drori
متعلق,mota3alek
اشي,2she
تصبح,tesbah
تائب,ta2eb
تبييض,tbyee9'
بعرفش,b3rfe$
لبست,lbst
غامضة,ghamda
فيك,feek
رؤياها,ro2yaha
اهتمي,ehtame
بهجتي,bahgaty
عايشه,3ay$eh
اصدقاء,asdi8a
بعيد,b3eed
ياالله,yalla
نجومية,nojoomeya
شهر,shahar
لبستي,lbsti
مابضيف,mabdife
مميز,momayez
انت,enta
مناظر,manazer
ضايعة,day3a
محتارة,mehtara
بقاله,ba2alo
فرقة,fer2a
غيره,gheera
بخير,b5air
مضطرة,motara
حكايتنا,7ekayetna
محتاجة,mehtaga
عشقي,3ash2i
ناس,nas
مساك,masak
مصرة,mosera
متأكد,mota2aked
ضدنا,4adna
فضي,feddy
عزيمة,3azema
مجروح,magroo7
نسيم,naseem
هزيمة,hazima
متوفرة,motwaffera
عريس,3arees
محتاج,mehtag
تحفة,to7fa
أصالة,asaleh
ست,sitt
ومنرجع,wmnrj3
عينك,3einak
رواية,riwaya
تعبانة,ta3bana
حط,7o6
بتزكرش,btzkrsh
غدر,ghadr
مساء,masa2
اختكم,o5tkom
استفيد,astafed
وبيت,wbet
محرومة,mahrooma
محتاج,mehtag
ذكريات,zekrayat
باحث,ba7es
متأخرة,mot2akhra
ملهمة,molhema
أنساكي,ansaki
تافهين,tafheen
جعان,ga3an
بعتقد,b3t8ed
زفة,zaffa
مستحمل,mesta7mel
نويت,nwet
حبيبتي,7abibti
معاكي,ma3aki
مطلوبة,matlooba
سامح,same7
مازال,mazal
حاسه,haso
غلبة,ghalba
عباره,3ebarah
عاساس,3a2sas
فراق,fora2
خير,kheir
رؤياك,ro2yak
طولي,twle
ايه,eih
أنساكي,ansaki
محترم,mohtaram
عندها,3ndha
مطمئنة,motma2ena
ننبسط,nnbst
مغامرة,moghamara
متفائلة,motfa2ela
الباقي,albage
أقرب,a2rab
متأكدة,mota2akeda
معلومه,m3lomah
أصولة,asoola
تسلم,teslam
ملهمة,molhema
مشاوي,m$awe
طلقة,tal2a
بنشطب,bn$6b
بقالي,ba2ali
ابعد,ab3ad
بحسب,b7sib
حاجة,7aga
مبلي,mbly
تقريباً,ta2reeban
متين,mateen
ترجعو,trj3o
موسيقى,mosika
وخلصت,w5l9t
محتاج,mehtag
ضحك,9'7ek
بداية,bedaya
مسافرة,msafra
متضرر,motdarer
قصة,qessa
متفرقة,motafare2a
عندي,3andi
إحنا,e7na
كفاية,kfaya
منين,mnyn
ناس,nas
غيرانين,ghayranin
صريح,saree7
دوري,daory
خطوبة,khotoba
ايه,eih
اطلعهم,a6l3hm
النا,elna
مازلت,mazelt
العمده,el3omdeh
مطرية,motrya
ادمين,admen
صوتك,sotak
تضحكي,t9'7ki
معماريه,m3maryeh
معجب,mo3gib
ادعس,ad3s
انت,enta
مستحيلة,mosta7ela
شدة,shidda
بتغمي,bt3'amy
الأديم,l2dem
سناء,sna2
متعلق,mota3alek
دايرة,dawera
وحشتني,wa7ashteny
فرحه,far7a
محتاجة,mehtaga
دقائق,da2aye2
أصيلة,asela
حبي,7obi
ارجيله,argelh
جديد,gdeed
مستحيلة,mosta7ela
دقاتو,dgato
ساحة,sa7h
تقدير,ta2deer
فرقة,fer2a
متحيرة,mot7ayera
العمره,el3omrah
حبنا,7obena
تلفت,tlft
سلام,salam
دايماً,daiman
غيره,gheera
دقيقة,da2i2a
كل,koll
موج,moog
وخالي,w5ale
أقوى,a2wa
فضة,fadda
صرنا,9orna
بحلم بيك,ba7lambeek
ارجع,erga3
الأبدي,al2bdi
خسران,khasran
تسلم,teslam
الحبايب,el7bayb
اسبوعين,2sbo3en
معجب,mo3gib
تسلم,teslam
مكتوبة,maktooba
وياك,weyaak
محترمة,mohtarama
غايب,ghayeb
عشقنا,3esh2ena
الواحد,lwa7d
غيرانين,ghayranin
حبيبي,7abeeby
حريشك,7re$k
ثلاثة,talata
حمراء,hamra
محاولات,mo7awalat
مغامرات,moghamarat
بنفسجي,banafsegy
جني,jni
قرارات,qararat
متفرق,motafare2
نجمة,nagma
أغنية,aghnya
محاولات,mo7awalat
أصالة,asaleh
درست,drst
ناجحة,nag7a
ملهمة,molhema
يومي,yumy
جميل,gamil
معاكي,ma3aki
متميزة,motamayza
قاعه,8a3a
الحمه,il7oma
إحنا,e7na
صريحة,saree7a
قلبي,2albi
متفائلة,motfa2ela
منتظر,montazer
صغيرة,soghayara
رواية,riwaya
صغير,soghayar
محتاجك,mehtagek
خشومها,5shomha
متجوز,motgawez
تقديرها,ta2deerha
محتاج,mehtag
رمان,rman
استغل,ast3'l
ملهم,molhem
فكرتك,fekretak
حبيبي,7abeeby
صالح,salah
اسمه,esmo
متواصلة,metwasela
طويلة,tawila
ضايعة,day3a
بعشقك,ba3sha2ik
صادقة,sade2a
القناني,el8nani
انتي,enti
حكايتنا,7ekayetna
خاينة,khayna
طلق,tal2
فني,fany
مازال,mazal
مثالية,mesalya
تكتب,toktob
محتاجهم,mehtagohom
ستات,setat
فوق,fou2
تفوت,tfout
تسلم,teslam
متفهك,mtfhek
مبروك,mabrook
كل,koll
سبانخ,sbankh
غلابة,ghalaba
سيبهم,sebhom
مزيكا,mazyka
مكسوف,meksouf
قرارات,qararat
لامع,lame3
صوتي,sawte
السولافه,alsolafeh
نجمة,nagma
وعدك,wa3dak
تائبة,ta2eba
صوتهم,sawtohom
مشوار,mashwar
مستحيلة,mosta7ela
طلق,tal2
الغربيه,el3'arbeah
شوبان,shwban
علي,3ali
اغوار,23'oar
شايله,$ailh
سريع,saree3
حد,7ad
متوقع,motawa2e3
محترمة,mohtarama
العقل,el3a8el
دارس,dares
قلت,2olt
بحاول,bahawel
دموع,domoo3
طرطور,6r6or
كلنا,kollena
بحاول,b7awel
مزح,mze7
انتوا,2nto
اختيارات,ekhteyarat
ماسيبش,masibsh
مبكرة,mobakkera
بطيئة,baty2a
سلام,salam
مواقف,moa8ef
تسلم,teslam
نجمة,nagma
كلامه,kalamo
ناديني,nadini
قوليلي,goleli
غرقانة,ghar2ana
منتهية,montaheya
مشرفة,mosharefa
مرغوب,marghoob
ألف,alf
ذهبي,dahabi
بريئة,bare2a
بعد,ba3d
عطشانة,atshana
خطوبة,khotoba
فاضيتلك,fadetilak
فضي,feddy
عشقك,3ash2ak
عطشانة,atshana
اختيارات,ekhteyarat
غالية,ghalya
يخرب,e5rb
جريئة,garee2a
صوتها,sawtaha
حبيبتي,hbebti
قلبك,2albik
مشغولة,mashghoola
ذهب,dahab
الظهر,el6'hr
ساقية,sa2ya
وعطشنا,o3tshana
حبك,7obik
ابعد,ab3ad
ستات,setat
دوّر,dawer
مرتاحة,merta7a
صفحات,saf7at
محتار,mehtar
البنت,elbent
دمعتك,dam3etak
محترم,mohtaram
